"Source","Statistic","df1","df2","Test.Comparison","Value","Reported.Comparison","Reported.P.Value","Computed","Raw","Error","DecisionError","OneTail","OneTailedInTxt","APAfactor"
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",3,80,"=",2.279,"=",0.086,0.0857631512329664,"F(3,80) = 2.279, p=.086",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,80,"=",0.093,"=",0.761,0.761189354625568,"F(1,80) = .093, p = .761",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,98,"=",-1.551,"=",0.124,0.124125212718046,"t(98) = -1.551, p = .124",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",3,80,"=",0.291,"=",0.832,0.831778001945006,"F(3,80) = .291, p = .832",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,80,"=",0.546,"=",0.462,0.462119202131715,"F(1,80) = .546, p = .462",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,98,"=",0.065,"=",0.949,0.94830640941385,"t(98) = .065, p = .949",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,55,"=",0.162,"=",0.227,0.228609516109026,"r(55) = .162,
p = .227",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,88,"=",-0.083,"=",0.439,0.436720128153253,"r(88) = -.083, p = .439",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,88,"=",-0.131,"=",0.217,0.218429627875723,"r(88) = -.131, p = .217",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,88,"=",-0.106,"=",0.322,0.320051375537993,"r(88) = -.106, p
= .322",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,98,"=",1.744,"=",0.19,0.189708555890178,"F(1, 98) = 1.744, p = .190",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,55,"=",0.057,"=",0.671,0.673646110115758,"r(55) = .057,
p = .671",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,88,"=",0.159,"=",0.134,0.13442935834945,"r(88) = .159, p = .134",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,88,"=",0.077,"=",0.473,0.47069603580064,"r(88) = .077, p = .473",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,88,"=",0.079,"=",0.459,0.459214211208759,"r(88)
= .079, p = .459",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,96,"=",0.239,"=",0.626,0.626044319205805,"F(1,96) = .239, p =.626",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",2,98,"=",0.581,"=",0.561,0.561253564977724,"F(2,98) = .581,
p = .561",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",2,169,"=",0.217,"=",0.805,0.805153897372142,"F(2, 169) = .217, p = .805",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",2,169,"=",0.171,"=",0.843,0.842967217694526,"F(2,169) = .171, p = .843",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",2,169,"=",4.259,"=",0.016,0.0156835384669136,"F(2,169) = 4.259, p = .016",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,169,"=",8.383,"=",0.004,0.00428800517298861,"F(1,169) = 8.383, p = .004",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",3,54,"=",1.542,"=",0.214,0.214171973348528,"F(3,54) = 1.542, p = .214",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,54,"=",0.009,"=",0.925,0.924770575156987,"F(1,54) = .009, p = .925",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",2,54,"=",3.855,"=",0.049,0.0272290043952276,"F(2,54) = 3.855, p = .049",TRUE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,53,"=",-1.901,"=",0.063,0.0627455715702306,"t(53) = -1.901, p = .063",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,6,"=",0.918,"=",0.394,0.394023539519236,"t(6) = .918, p = .394",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,11,"=",0.761,"=",0.463,0.462659083541207,"t(11) = .761, p = .463",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",3,54,"=",0.139,"=",0.936,0.936245648429358,"F(3,54) = .139, p = .936",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,54,"=",0.187,"=",0.667,0.667147397283004,"F(1,54) = .187, p = .667",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",2,54,"=",3.48,"=",0.038,0.0378806689925838,"F(2,54)
= 3.480, p = .038",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,31,"=",-2.37,"=",0.024,0.0241925124127228,"t(31) = -2.370, p = .024",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",3,86,"=",2.475,"=",0.067,0.066888112314252,"F(3,86) = 2.475, p = .067",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",3,86,"=",1.158,"=",0.33,0.330579527060583,"F(3,86) = 1.158, p = .330",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",3,114,"=",0.714,"=",0.546,0.545589644205721,"F(3,114) = .714, p = .546",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",3,114,"=",0.735,"=",0.533,0.5332347476865,"F(3,114) = .735, p = .533",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",2,86,"=",3.821,"=",0.026,0.0257154501386326,"F(2,86) = 3.821, p = .026",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",3,80,"=",3.868,"=",0.012,0.0122650968031971,"F(3,80) = 3.868, p = .012",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,80,"=",2.334,"=",0.131,0.130520592870639,"F(1,80) = 2.334, p
= .131",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,25,"=",2.461,"=",0.021,0.0211071754541301,"t(25) = 2.461, p = .021",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,30,"=",-2.009,"=",0.054,0.0536100651827843,"t(30) = -2.009, p = .054",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,23,"=",1.03,"=",0.314,0.31372044665658,"t(23) = 1.030, p = .314",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,19,"=",-1.455,"=",0.163,0.161992390747024,"t(19) = -1.455, p = .163",TRUE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",3,80,"=",2.281,"=",0.086,0.0855532623123684,"F(3,80) = 2.281, p = .086",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,80,"=",0.314,"=",0.577,0.576801848269001,"F(1,80)
= .314, p = .577",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,98,"=",-0.142,"=",0.887,0.887371523241614,"t(98) = -.142, p = .887",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",2,80,"=",3.676,"=",0.03,0.0296951388541142,"F(2,80) = 3.676, p = .030",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,77,"=",0.94,"=",0.35,0.350157101384977,"t(77) = .940, p
= .350",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,7,"=",-0.759,"=",0.472,0.472631178001473,"t(7) = -.759, p = .472",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,12,"=",-2.547,"=",0.026,0.0256065946755814,"t(12) = -2.547, p = .026",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,55,"=",-0.384,"=",0.003,0.00318937864266877,"r(55) = -.384, p = .003",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,88,"=",0.07,"=",0.509,0.512081258725932,"r(88) = .070, p
= .509",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,88,"=",0.007,"=",0.948,0.947791557823863,"r(88) = .007, p = .948",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,88,"=",-0.109,"=",0.308,0.306468150381677,"r(88) = -.109, p = .308",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,96,"=",0.731,"=",0.5,0.394687974300291,"F(1,96) = .731, p = .500",TRUE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,55,"=",0.089,"=",0.511,0.510308642046567,"r(55) = .089, p = .511",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,88,"=",-0.118,"=",0.268,0.268002972807774,"r(88) = -.118, p = .268",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,88,"=",-0.092,"=",0.387,0.388456785209286,"r(88) = -.092, p = .387",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","r",NA,88,"=",-0.002,"=",0.988,0.985073680633923,"r(88) = -.002, p = .988",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,98,"=",0.001,"=",0.973,0.974837193915352,"F(1,98) = .001, p = .973",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",6,54,"=",2.644,"=",0.004,0.0254102990074558,"F(6,54) = 2.644, p
= .004",TRUE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,54,"=",0.257,"=",0.614,0.614252722703473,"F(1,54) = .257, p = .614",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,54,"=",10.277,"=",0.002,0.00226378639970086,"F(1,54) = 10.277, p = .002",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,49,"=",2.181,"=",0.102,0.146122167309148,"F(1,49) = 2.181, p = .102",TRUE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,77,"=",0.441,"=",0.66,0.660448763285686,"t(77)
= .441, p = .660",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,14,"=",5.887,"=",0.003,0.0293499434986751,"F(1,14) = 5.887, p = .003",TRUE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,4,"=",0.001,"=",1,0.99925000015625,"t(4) = .001, p = 1.000",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,5,"=",-1,"=",0.363,0.363217467649123,"t(5) = -1.000, p = .363",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,2,"=",2.646,"=",0.118,0.118064476929116,"t(2) = 2.646, p = .118",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,4,"=",0.374,"=",0.372,0.727384714583961,"t(4) = .374, p = .372",TRUE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",6,54,"=",2.567,"=",0.029,0.0292397924258581,"F(6,54) = 2.567, p = .029",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,54,"=",0.289,"=",0.593,0.593070701844212,"F(1,54) = .289, p = .593",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,54,"=",9.572,"=",0.003,0.00312655206869345,"F(1,54) = 9.572, p = .003",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,49,"=",0.42,"=",0.739,0.519962448314319,"F(1,49) = .420, p = .739",TRUE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,77,"=",0.94,"=",0.35,0.350157101384977,"t(77) = .940, p = .350",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","F",1,14,"=",8.164,"=",0.002,0.0126669197175155,"F(1,14) = 8.164, p = .002",TRUE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,4,"=",-4,"=",0.016,0.0161300899000925,"t(4) = -4.000, p = .016",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,5,"=",0.104,"=",0.921,0.921212168640063,"t(5) = .104, p
= .921",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,2,"=",1.732,"=",0.225,0.22541241973269,"t(2) = 1.732, p = .225",FALSE,FALSE,FALSE,FALSE,0.94
"26_Hammer_Playing prejudice The impact of game-play on attributions of gender and racial bias - kopie","t",NA,4,"=",-2.449,"=",0.07,0.0705211769236244,"t(4) = -2.449, p = .070",FALSE,FALSE,FALSE,FALSE,0.94
"27_kampf_2016","F",3,144,"=",44.57,"<",1e-04,1.95586218530681e-20,"F(3, 144) =44.57, p < .0001",FALSE,FALSE,FALSE,FALSE,0.67
"27_kampf_2016","F",3,136,"=",44.57,"<",1e-04,3.9952072772064e-20,"F(3, 136) =44.57,
p < .0001",FALSE,FALSE,FALSE,FALSE,0.67
"27_kampf_2016","F",6,401,"=",23.46,"<",1e-04,8.98355883435713e-24,"F(6,401)=23.46, p<.0001",FALSE,FALSE,FALSE,FALSE,0.67
"27_kampf_2016","F",6,401,"=",21.56,"<",1e-04,5.64282839859881e-22,"F(6, 401)=21.56,
p<.0001",FALSE,FALSE,FALSE,FALSE,0.67
"29_prescott_2017","t",NA,113,"=",-2.816,"=",0.006,0.00573945350314354,"t(113) = -2.816, p = .006",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,113,"=",2.355,"=",0.02,0.0202476724658634,"t(113) = 2.355, p = .020",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,111,"=",-2.487,"=",0.014,0.0143704109502985,"t(111) = -2.487, p = .014",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","r",NA,126,"=",0.231,"=",0.009,0.00870543738360696,"r(126) = .231, p = .009",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","r",NA,128,"=",0.464,"<",0.001,2.69594708286835e-08,"r(128) = .464, p < .001",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","r",NA,127,"=",0.196,"=",0.027,0.0260073222680443,"r(127) = .196, p = .027",TRUE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","r",NA,127,"=",0.041,"=",0.648,0.644560432965286,"r(127) = .041, p =
.648",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,111,"=",2.829,"=",0.006,0.00554246897600068,"t(111) = 2.829, p = .006",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,110,"=",5.135,"<",1e-04,1.22894718539152e-06,"t(110) = 5.135, p < .0001",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,110,"=",-1.331,"=",0.186,0.185941207167859,"t(110) = -1.331, p = .186",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","r",NA,131,"=",-0.343,"<",0.001,5.3078791902781e-05,"r(131) = -.343, p < .001",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,110,"=",-2.904,"=",0.004,0.00445359180431147,"t(110) = -2.904, p = .004",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","r",NA,124,"=",0.195,"=",0.03,0.0286619521446078,"r(124) = .195, p = .030",TRUE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","r",NA,122,"=",0.21,"=",0.02,0.0192350281116627,"r(122) = .210, p = .020",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","r",NA,124,"=",0.162,"=",0.073,0.069937795715301,"r(124) = .162, p = .073",TRUE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","r",NA,124,"=",0.109,"=",0.226,0.22438449887964,"r(124) = .109, p = .226",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,111,"=",2.141,"=",0.034,0.0344618791001784,"t(111) = 2.141, p = .034",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,111,"=",2.444,"=",0.016,0.01609988764606,"t(111)
= 2.444, p = .016",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,102,"=",-2.651,"=",0.009,0.00930556283558606,"t(102) = -2.651, p = .009",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,39,"=",-2.139,"=",0.039,0.0387532606895598,"t(39) = -2.139, p = .039",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,39,"=",-0.27,"=",0.789,0.788583871498242,"t(39) = -0.270, p = .789",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","r",NA,45,"=",0.276,"=",0.067,0.0603993894042783,"r(45) = .276, p = .067",TRUE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,38,"=",-2.315,"=",0.026,0.0261108382506119,"t(38) = -2.315, p =
.026",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,33,"=",0.351,"=",0.728,0.727819369028344,"t(33) = .351, p =
.728",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,41.86,"=",2.366,"=",0.023,0.0226875353611448,"t(41.86) = 2.366, p = .023",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,40.97,"=",2.541,"=",0.015,0.0149366863916622,"t(40.97) = 2.541, p = .015",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,92,"=",3.344,"=",0.001,0.00119595227024326,"t(92) = 3.344, p = .001",FALSE,FALSE,FALSE,TRUE,0.56
"29_prescott_2017","t",NA,92,"=",-2.72,"=",0.008,0.00780514937793236,"t(92) = -2.720, p = .008",FALSE,FALSE,FALSE,TRUE,0.56
